student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,Final_Decision,Excluded,Catch-up_Sessions
2285,18,male,private,phd,2.7,76.6,yes,>60 min,no,online videos,51.4,49.6,67.9,58.8,d,Pass,Not Excluded,Yes
2286,18,male,public,phd,0.9,80.2,yes,<15 min,yes,mixed,18.1,36.3,43.8,36.3,f,Fail,Not Excluded,Yes
2287,19,male,private,phd,2.0,54.7,yes,<15 min,no,mixed,35.0,23.5,33.1,31.8,f,Fail,Excluded,Yes
2288,18,male,private,no formal,6.0,72.4,yes,30-60 min,yes,online videos,69.1,72.3,100.0,72.8,c,Pass,Excluded,No
2289,19,male,private,no formal,1.8,92.1,yes,15-30 min,yes,mixed,26.1,43.4,54.6,41.3,e,Fail,Not Excluded,Yes
2290,16,male,private,diploma,7.3,54.5,no,<15 min,no,notes,67.2,84.2,69.4,77.0,c,Pass,Excluded,No
2291,16,other,private,graduate,1.1,99.4,yes,>60 min,yes,coaching,46.7,66.0,51.3,53.0,e,Fail,Not Excluded,Yes
2292,15,female,public,diploma,0.9,74.3,yes,<15 min,yes,online videos,27.5,38.1,55.1,36.2,f,Fail,Excluded,Yes
2293,15,female,private,high school,4.1,50.6,yes,>60 min,yes,textbook,71.3,34.4,41.1,45.8,e,Fail,Excluded,Yes
2294,18,other,public,high school,2.2,67.0,yes,15-30 min,no,notes,51.0,33.9,69.7,41.1,e,Fail,Excluded,Yes
2295,18,male,public,graduate,1.3,75.0,no,30-60 min,no,online videos,22.8,27.2,38.3,35.6,f,Fail,Not Excluded,Yes
2296,18,male,public,phd,0.9,97.9,yes,>60 min,no,mixed,54.3,57.2,56.3,48.1,e,Fail,Not Excluded,Yes
2297,15,female,private,post graduate,4.5,85.3,yes,15-30 min,no,mixed,59.8,40.4,62.3,61.7,d,Pass,Not Excluded,No
2298,16,female,public,high school,2.4,79.1,yes,<15 min,yes,coaching,57.3,54.4,40.8,55.5,d,Pass,Not Excluded,Yes
2299,15,male,private,no formal,4.7,98.3,yes,15-30 min,yes,online videos,65.9,68.5,78.8,69.6,d,Pass,Not Excluded,No
2300,19,female,public,high school,1.6,64.7,no,15-30 min,no,coaching,54.5,57.9,42.1,48.1,e,Fail,Excluded,Yes
2301,15,male,private,post graduate,0.7,69.0,yes,30-60 min,no,group study,52.1,35.1,42.3,38.7,f,Fail,Excluded,Yes
2302,14,male,public,no formal,0.7,88.4,yes,30-60 min,yes,online videos,39.4,32.9,50.8,38.1,f,Fail,Not Excluded,Yes
2303,17,female,private,post graduate,1.3,79.7,yes,>60 min,no,group study,26.6,43.2,39.7,36.1,f,Fail,Not Excluded,Yes
2304,19,other,public,graduate,6.5,60.9,yes,<15 min,yes,coaching,79.6,83.0,67.9,79.2,c,Pass,Excluded,No
2305,19,other,private,graduate,3.9,87.6,yes,<15 min,no,online videos,83.5,89.3,72.1,75.5,c,Pass,Not Excluded,No
2306,14,other,public,phd,5.2,63.4,yes,<15 min,yes,textbook,76.1,64.1,47.9,67.0,d,Pass,Excluded,No
2307,15,female,private,graduate,7.1,77.9,no,<15 min,no,notes,85.3,82.9,82.8,88.1,b,Pass,Not Excluded,No
2308,14,male,public,graduate,2.1,92.8,yes,<15 min,no,notes,36.5,44.0,52.7,50.9,e,Fail,Not Excluded,Yes
2309,15,male,private,diploma,7.0,63.8,no,15-30 min,no,mixed,95.0,89.0,85.0,83.5,c,Pass,Excluded,No
2310,17,female,public,graduate,6.1,88.1,yes,>60 min,no,notes,91.8,100.0,94.9,93.5,b,Pass,Not Excluded,No
2311,15,male,public,diploma,6.0,93.1,yes,<15 min,no,notes,88.3,66.8,82.5,84.3,c,Pass,Not Excluded,No
2312,14,male,private,no formal,7.0,65.9,yes,<15 min,no,coaching,93.9,79.0,76.1,74.2,c,Pass,Excluded,No
2313,17,male,private,no formal,1.4,59.8,yes,15-30 min,no,group study,41.1,34.0,26.9,35.3,f,Fail,Excluded,Yes
2314,14,male,public,post graduate,4.6,93.3,no,30-60 min,yes,mixed,86.1,79.7,72.0,79.3,c,Pass,Not Excluded,No
2315,15,female,public,graduate,4.1,73.3,no,30-60 min,yes,online videos,69.0,83.5,63.8,70.5,c,Pass,Excluded,No
2316,14,female,private,diploma,5.5,65.6,yes,<15 min,yes,textbook,81.8,84.0,100.0,74.7,c,Pass,Excluded,No
2317,14,male,public,post graduate,2.3,50.5,no,<15 min,no,group study,23.6,55.7,53.6,45.2,e,Fail,Excluded,Yes
2318,16,female,private,diploma,1.5,59.7,no,>60 min,no,group study,12.5,39.2,56.2,35.1,f,Fail,Excluded,Yes
2319,19,other,private,high school,7.8,75.6,yes,>60 min,yes,coaching,86.6,87.1,78.4,84.5,c,Pass,Not Excluded,No
2320,18,female,private,graduate,4.0,91.4,yes,30-60 min,yes,mixed,44.1,66.2,50.7,59.7,d,Pass,Not Excluded,Yes
2321,14,male,private,diploma,2.2,75.1,yes,<15 min,yes,notes,58.2,66.2,29.2,41.2,e,Fail,Not Excluded,Yes
2322,14,male,public,phd,1.5,63.8,yes,>60 min,yes,mixed,46.3,36.9,28.4,35.9,f,Fail,Excluded,Yes
2323,16,female,public,post graduate,5.0,96.5,yes,30-60 min,yes,group study,100.0,88.2,78.4,85.4,b,Pass,Not Excluded,No
2324,17,male,public,post graduate,1.6,68.5,yes,>60 min,no,coaching,36.4,33.4,35.1,40.1,e,Fail,Excluded,Yes
2325,18,other,public,post graduate,1.9,58.1,yes,30-60 min,yes,textbook,38.6,18.3,31.9,35.4,f,Fail,Excluded,Yes
2326,18,other,private,post graduate,7.6,97.3,yes,>60 min,no,coaching,97.0,100.0,100.0,97.7,a,Pass,Not Excluded,No
2327,16,female,private,post graduate,0.7,69.8,yes,<15 min,no,group study,39.7,40.7,50.1,42.8,e,Fail,Excluded,Yes
2328,15,other,public,diploma,1.9,74.1,yes,<15 min,no,notes,33.5,50.0,50.7,43.6,e,Fail,Excluded,Yes
2329,14,other,private,post graduate,5.5,91.5,yes,>60 min,yes,online videos,81.3,87.4,100.0,84.3,c,Pass,Not Excluded,No
2330,14,male,public,no formal,2.1,64.4,yes,30-60 min,yes,coaching,43.9,66.4,49.6,51.8,e,Fail,Excluded,Yes
2331,14,female,public,graduate,1.9,76.4,yes,30-60 min,yes,notes,54.0,46.0,68.4,49.1,e,Fail,Not Excluded,Yes
2332,19,female,public,graduate,4.7,93.3,yes,30-60 min,yes,mixed,70.3,62.3,86.2,76.0,c,Pass,Not Excluded,No
2333,15,female,public,no formal,5.7,62.8,yes,>60 min,yes,notes,83.8,84.5,81.6,71.0,c,Pass,Excluded,No
2334,18,female,private,graduate,3.7,94.7,yes,<15 min,no,coaching,62.3,73.4,74.2,70.6,c,Pass,Not Excluded,No
2335,17,female,private,no formal,6.4,59.6,yes,15-30 min,no,coaching,73.6,77.4,77.4,76.2,c,Pass,Excluded,No
2336,17,other,private,post graduate,6.6,92.7,yes,<15 min,no,mixed,97.1,72.0,100.0,93.4,b,Pass,Not Excluded,No
2337,16,male,private,graduate,5.2,69.7,yes,15-30 min,no,coaching,70.7,77.1,93.1,71.3,c,Pass,Excluded,No
2338,18,female,public,graduate,4.8,77.4,yes,15-30 min,no,notes,73.0,61.2,81.0,78.9,c,Pass,Not Excluded,No
2339,14,male,private,graduate,6.6,77.6,yes,30-60 min,no,notes,98.8,99.9,89.5,91.0,b,Pass,Not Excluded,No
2340,14,other,private,high school,0.6,60.2,yes,>60 min,no,notes,17.4,17.6,17.8,20.8,f,Fail,Excluded,Yes
2341,16,male,private,graduate,4.3,58.6,yes,<15 min,no,online videos,75.3,69.6,67.8,64.4,d,Pass,Excluded,No
2342,16,male,private,high school,1.5,85.6,yes,>60 min,yes,mixed,38.9,40.0,28.2,39.8,f,Fail,Not Excluded,Yes
2343,17,male,private,post graduate,2.2,91.3,no,30-60 min,no,online videos,55.7,46.1,31.8,49.5,e,Fail,Not Excluded,Yes
2344,18,female,public,no formal,7.6,56.8,yes,>60 min,yes,mixed,81.9,69.7,73.9,77.6,c,Pass,Excluded,No
2345,17,female,private,no formal,0.5,87.6,no,>60 min,no,notes,20.3,16.3,31.8,36.9,f,Fail,Not Excluded,Yes
2346,15,other,public,post graduate,2.8,66.3,yes,15-30 min,yes,group study,64.5,43.9,39.6,46.0,e,Fail,Excluded,Yes
2347,15,female,public,no formal,1.7,79.7,yes,>60 min,no,mixed,38.0,56.1,55.6,53.5,e,Fail,Not Excluded,Yes
2348,18,male,public,phd,4.8,76.7,yes,>60 min,yes,mixed,80.6,73.9,79.4,70.0,d,Pass,Not Excluded,No
2349,15,female,public,no formal,6.8,87.2,yes,30-60 min,no,coaching,81.7,93.5,90.1,85.7,b,Pass,Not Excluded,No
2350,17,male,private,graduate,3.4,77.1,yes,<15 min,yes,notes,59.3,63.5,67.3,59.6,d,Pass,Not Excluded,Yes
2351,17,female,private,phd,6.8,54.7,yes,>60 min,no,textbook,70.7,96.6,75.3,76.9,c,Pass,Excluded,No
2352,18,other,private,post graduate,3.8,64.0,yes,>60 min,yes,online videos,75.2,60.3,68.0,65.5,d,Pass,Excluded,No
2353,18,male,public,graduate,7.3,69.9,yes,15-30 min,yes,mixed,72.9,98.0,92.9,80.4,c,Pass,Excluded,No
2354,16,other,private,post graduate,6.9,78.6,yes,15-30 min,yes,group study,80.7,93.7,82.3,91.9,b,Pass,Not Excluded,No
2355,15,male,public,post graduate,1.8,58.5,yes,15-30 min,yes,mixed,42.5,35.3,30.8,29.0,f,Fail,Excluded,Yes
2356,16,other,private,no formal,7.1,66.9,yes,30-60 min,no,mixed,94.9,90.7,83.3,81.1,c,Pass,Excluded,No
2357,16,other,public,high school,1.9,53.2,yes,15-30 min,yes,mixed,33.9,1.0,31.4,35.0,f,Fail,Excluded,Yes
2358,15,other,public,high school,4.2,66.1,yes,>60 min,no,mixed,56.9,85.4,70.5,68.8,d,Pass,Excluded,No
2359,17,other,public,high school,2.0,75.6,yes,<15 min,yes,coaching,33.9,43.7,47.4,38.5,f,Fail,Not Excluded,Yes
2360,15,other,private,high school,3.4,96.8,no,15-30 min,no,notes,61.2,58.2,57.1,65.4,d,Pass,Not Excluded,No
2361,17,male,private,graduate,7.9,58.9,yes,15-30 min,no,notes,92.1,77.6,91.6,82.3,c,Pass,Excluded,No
2362,18,male,private,phd,6.2,51.4,yes,15-30 min,no,mixed,76.3,68.4,67.7,60.2,d,Pass,Excluded,No
2363,19,female,public,graduate,4.7,68.9,no,15-30 min,no,mixed,62.7,53.5,38.6,56.9,d,Pass,Excluded,Yes
2364,14,female,private,no formal,7.5,80.4,yes,15-30 min,yes,notes,88.2,83.4,80.9,90.0,b,Pass,Not Excluded,No
2365,18,female,public,post graduate,3.2,80.4,yes,15-30 min,no,textbook,52.3,61.3,71.3,63.3,d,Pass,Not Excluded,No
2366,14,other,public,graduate,1.8,67.3,no,<15 min,yes,mixed,56.2,41.6,67.3,50.6,e,Fail,Excluded,Yes
2367,16,male,private,post graduate,6.7,51.9,yes,15-30 min,no,online videos,81.4,61.7,76.8,74.2,c,Pass,Excluded,No
2368,15,other,public,diploma,0.6,95.9,yes,30-60 min,yes,mixed,39.4,52.5,53.6,53.2,e,Fail,Not Excluded,Yes
2369,14,female,private,diploma,6.5,75.1,yes,>60 min,no,group study,71.2,46.4,71.4,72.9,c,Pass,Not Excluded,No
2370,15,male,public,graduate,0.7,88.8,yes,>60 min,yes,coaching,38.9,35.9,39.5,31.6,f,Fail,Not Excluded,Yes
2371,14,other,public,post graduate,2.6,69.8,yes,>60 min,no,online videos,42.8,35.6,38.3,46.3,e,Fail,Excluded,Yes
2372,18,male,public,high school,3.2,91.6,yes,>60 min,no,notes,59.3,78.9,64.5,58.8,d,Pass,Not Excluded,Yes
2373,14,female,private,graduate,2.9,89.2,yes,15-30 min,yes,group study,64.1,60.2,51.3,54.9,e,Fail,Not Excluded,Yes
2374,16,other,private,phd,2.3,54.8,yes,>60 min,no,group study,48.5,56.5,32.5,47.9,e,Fail,Excluded,Yes
2375,18,other,private,no formal,1.3,52.6,yes,>60 min,no,textbook,9.8,17.5,25.1,32.6,f,Fail,Excluded,Yes
2376,19,male,private,high school,0.5,57.5,yes,<15 min,yes,textbook,36.1,34.3,20.4,24.5,f,Fail,Excluded,Yes
2377,19,male,private,graduate,6.3,91.1,yes,30-60 min,no,mixed,81.9,60.1,67.9,77.3,c,Pass,Not Excluded,No
2378,14,male,private,phd,3.9,63.5,yes,<15 min,no,online videos,31.4,43.7,65.6,47.1,e,Fail,Excluded,Yes
2379,19,male,public,phd,1.7,69.8,yes,15-30 min,yes,notes,43.2,17.2,30.8,34.0,f,Fail,Excluded,Yes
2380,17,other,public,graduate,1.1,78.9,yes,15-30 min,yes,online videos,26.8,32.8,24.1,35.4,f,Fail,Not Excluded,Yes
2381,15,other,public,graduate,2.6,82.6,yes,>60 min,yes,coaching,53.4,47.6,56.1,44.5,e,Fail,Not Excluded,Yes
2382,16,female,public,diploma,3.2,71.3,yes,30-60 min,yes,coaching,34.3,44.9,36.7,47.8,e,Fail,Excluded,Yes
2383,19,female,private,diploma,4.0,72.5,yes,15-30 min,yes,mixed,57.9,44.3,37.0,52.0,e,Fail,Excluded,Yes
2384,16,male,public,post graduate,1.3,66.4,yes,30-60 min,yes,notes,47.2,51.4,59.6,44.7,e,Fail,Excluded,Yes
2385,15,male,private,graduate,7.8,54.7,yes,<15 min,no,mixed,75.5,85.3,79.7,85.5,b,Pass,Excluded,No
2386,19,male,private,graduate,2.5,57.4,yes,>60 min,no,textbook,41.9,39.8,50.0,41.3,e,Fail,Excluded,Yes
2387,19,other,public,phd,3.8,94.5,no,>60 min,yes,textbook,80.7,68.2,81.6,65.2,d,Pass,Not Excluded,No
2388,19,male,private,no formal,5.8,98.7,yes,<15 min,yes,notes,100.0,82.2,77.3,93.5,b,Pass,Not Excluded,No
2389,19,male,private,phd,2.8,91.3,yes,30-60 min,no,notes,53.0,64.4,47.5,55.9,d,Pass,Not Excluded,Yes
2390,19,other,public,post graduate,1.1,65.3,yes,30-60 min,no,group study,43.4,41.6,32.3,33.1,f,Fail,Excluded,Yes
2391,16,female,private,graduate,3.3,58.9,yes,<15 min,no,coaching,25.9,37.5,53.5,41.5,e,Fail,Excluded,Yes
2392,15,female,private,graduate,4.6,75.5,no,15-30 min,yes,textbook,87.4,76.9,80.2,74.0,c,Pass,Not Excluded,No
2393,17,male,public,graduate,6.8,54.7,yes,<15 min,no,textbook,82.5,73.9,74.7,72.2,c,Pass,Excluded,No
2394,15,male,private,graduate,3.3,95.7,yes,15-30 min,no,coaching,84.8,78.6,73.5,68.0,d,Pass,Not Excluded,No
2395,16,female,public,diploma,7.2,88.4,no,15-30 min,no,coaching,79.6,100.0,77.9,84.7,c,Pass,Not Excluded,No
2396,17,female,public,post graduate,4.6,98.7,yes,>60 min,yes,group study,67.5,86.4,79.2,72.6,c,Pass,Not Excluded,No
2397,19,female,private,high school,5.9,92.8,yes,15-30 min,yes,coaching,88.9,65.2,75.5,77.2,c,Pass,Not Excluded,No
2398,15,male,public,graduate,0.7,70.4,yes,>60 min,no,group study,42.2,47.5,45.1,38.8,f,Fail,Excluded,Yes
2399,15,male,private,graduate,7.2,65.7,yes,30-60 min,yes,mixed,88.7,100.0,82.8,88.5,b,Pass,Excluded,No
2400,18,male,public,diploma,2.1,91.7,yes,30-60 min,yes,coaching,66.3,48.1,58.3,58.1,d,Pass,Not Excluded,Yes
2401,14,female,public,post graduate,2.9,79.4,yes,>60 min,yes,notes,56.3,63.7,41.0,49.3,e,Fail,Not Excluded,Yes
2402,17,male,public,high school,4.4,93.9,yes,<15 min,yes,textbook,75.4,81.6,77.1,74.8,c,Pass,Not Excluded,No
2403,18,male,private,graduate,7.7,66.3,yes,15-30 min,yes,textbook,89.8,82.3,77.3,80.1,c,Pass,Excluded,No
2404,17,female,private,high school,3.1,77.3,yes,15-30 min,yes,group study,54.1,52.0,44.6,49.3,e,Fail,Not Excluded,Yes
2405,16,female,private,high school,2.2,73.1,yes,>60 min,yes,textbook,56.1,52.7,56.7,56.1,d,Pass,Excluded,Yes
2406,18,male,public,graduate,7.7,59.2,yes,>60 min,yes,textbook,71.2,70.6,67.5,85.5,b,Pass,Excluded,No
2407,16,other,private,phd,6.6,77.1,yes,>60 min,yes,coaching,82.5,96.7,97.0,86.6,b,Pass,Not Excluded,No
2408,18,female,private,high school,5.5,54.2,yes,30-60 min,no,notes,60.1,40.0,46.2,57.2,d,Pass,Excluded,Yes
2409,16,female,private,no formal,3.6,68.7,yes,15-30 min,yes,group study,35.8,48.3,44.3,50.3,e,Fail,Excluded,Yes
2410,14,female,private,no formal,3.7,76.7,yes,>60 min,no,online videos,55.5,68.8,61.6,68.6,d,Pass,Not Excluded,No
2411,17,male,public,diploma,7.6,57.3,yes,30-60 min,yes,online videos,60.9,71.8,56.5,75.1,c,Pass,Excluded,No
2412,14,female,private,post graduate,1.0,87.7,yes,15-30 min,yes,coaching,43.1,45.8,52.4,43.7,e,Fail,Not Excluded,Yes
2413,19,female,private,post graduate,6.2,59.5,yes,15-30 min,no,coaching,79.2,99.4,80.6,80.0,c,Pass,Excluded,No
2414,17,male,private,high school,5.0,86.4,yes,15-30 min,yes,mixed,68.9,84.4,82.8,82.2,c,Pass,Not Excluded,No
2415,16,female,public,phd,7.8,51.2,yes,>60 min,no,group study,68.3,81.0,97.4,78.2,c,Pass,Excluded,No
2416,16,male,public,no formal,4.7,84.4,yes,30-60 min,yes,notes,74.8,73.0,56.6,62.9,d,Pass,Not Excluded,No
2417,17,female,private,graduate,2.6,70.0,yes,>60 min,yes,online videos,49.7,49.1,26.2,43.9,e,Fail,Excluded,Yes
2418,15,male,private,phd,6.3,89.5,yes,>60 min,no,coaching,93.5,89.3,92.7,88.0,b,Pass,Not Excluded,No
2419,15,male,public,post graduate,7.9,78.1,yes,15-30 min,no,coaching,83.7,93.6,100.0,96.9,a,Pass,Not Excluded,No
2420,16,female,public,post graduate,7.3,69.0,yes,>60 min,yes,notes,93.7,90.1,66.2,89.0,b,Pass,Excluded,No
2421,15,female,private,high school,2.7,83.2,yes,15-30 min,no,coaching,47.0,57.0,35.4,51.5,e,Fail,Not Excluded,Yes
2422,18,other,private,post graduate,3.1,69.4,yes,30-60 min,yes,coaching,37.9,58.2,58.5,52.7,e,Fail,Excluded,Yes
2423,14,female,private,diploma,6.2,67.8,no,>60 min,no,coaching,60.3,63.3,71.4,73.0,c,Pass,Excluded,No
2424,18,male,private,diploma,5.0,71.3,yes,>60 min,yes,mixed,86.6,62.3,84.6,76.3,c,Pass,Excluded,No
2425,16,female,private,graduate,0.6,85.5,yes,<15 min,yes,textbook,12.0,34.6,30.0,29.3,f,Fail,Not Excluded,Yes
2426,17,other,public,graduate,1.6,80.7,yes,>60 min,yes,mixed,67.4,33.7,44.4,41.6,e,Fail,Not Excluded,Yes
2427,14,male,public,high school,1.1,95.8,yes,30-60 min,no,notes,33.1,53.4,56.8,52.3,e,Fail,Not Excluded,Yes
2428,16,other,public,phd,1.8,50.0,no,>60 min,yes,notes,54.9,42.0,45.3,44.4,e,Fail,Excluded,Yes
2429,18,female,private,phd,2.8,58.0,yes,>60 min,yes,online videos,45.8,38.2,40.1,43.0,e,Fail,Excluded,Yes
2430,15,male,private,high school,7.8,74.7,yes,>60 min,no,notes,96.4,94.3,81.8,88.9,b,Pass,Excluded,No
2431,14,other,private,high school,5.6,83.5,yes,<15 min,yes,textbook,89.5,84.0,92.7,83.0,c,Pass,Not Excluded,No
2432,17,male,private,no formal,0.9,54.5,yes,<15 min,yes,online videos,46.5,48.5,55.6,36.2,f,Fail,Excluded,Yes
2433,14,female,private,diploma,5.1,64.7,yes,30-60 min,yes,online videos,66.6,75.2,76.2,67.3,d,Pass,Excluded,No
2434,15,male,private,high school,3.8,99.4,yes,<15 min,no,group study,80.2,67.9,69.3,76.7,c,Pass,Not Excluded,No
2435,16,female,private,phd,6.2,66.4,no,30-60 min,yes,mixed,87.1,79.5,73.3,83.8,c,Pass,Excluded,No
2436,17,male,public,phd,7.1,69.0,yes,<15 min,no,online videos,86.6,78.5,67.1,81.0,c,Pass,Excluded,No
2437,17,male,private,post graduate,1.0,61.9,yes,30-60 min,yes,mixed,30.3,22.2,27.4,28.7,f,Fail,Excluded,Yes
2438,18,female,private,high school,7.8,50.9,yes,30-60 min,yes,notes,85.7,86.6,75.7,74.8,c,Pass,Excluded,No
2439,19,other,private,post graduate,0.9,64.3,no,>60 min,no,notes,13.1,20.7,21.0,25.5,f,Fail,Excluded,Yes
2440,14,male,private,diploma,6.0,58.1,yes,>60 min,yes,coaching,78.8,72.0,82.0,72.2,c,Pass,Excluded,No
2441,16,female,private,high school,7.3,69.1,yes,15-30 min,yes,coaching,73.5,82.0,76.2,78.2,c,Pass,Excluded,No
2442,14,other,public,graduate,6.1,61.6,no,<15 min,yes,textbook,78.7,66.8,77.6,78.1,c,Pass,Excluded,No
2443,14,male,public,no formal,1.6,70.2,yes,30-60 min,yes,online videos,62.7,40.5,31.1,40.2,e,Fail,Excluded,Yes
2444,15,female,private,phd,2.1,63.5,yes,30-60 min,no,online videos,62.5,65.7,56.9,49.5,e,Fail,Excluded,Yes
2445,17,other,private,no formal,0.8,95.8,yes,15-30 min,yes,notes,31.4,48.7,44.1,48.0,e,Fail,Not Excluded,Yes
2446,19,other,private,high school,1.5,64.6,yes,30-60 min,no,coaching,31.1,32.0,9.8,35.2,f,Fail,Excluded,Yes
2447,18,male,public,high school,1.0,59.4,yes,30-60 min,no,mixed,19.2,34.6,36.5,26.4,f,Fail,Excluded,Yes
2448,17,other,private,graduate,0.9,88.1,yes,30-60 min,yes,online videos,46.5,47.9,26.9,39.9,f,Fail,Not Excluded,Yes
2449,18,other,private,post graduate,4.7,90.6,yes,>60 min,yes,coaching,84.8,49.7,60.1,72.8,c,Pass,Not Excluded,No
2450,15,female,public,phd,1.1,78.2,yes,15-30 min,yes,textbook,35.4,44.1,31.1,45.5,e,Fail,Not Excluded,Yes
2451,19,female,private,diploma,3.7,67.2,yes,30-60 min,yes,group study,50.5,56.6,57.3,52.8,e,Fail,Excluded,Yes
2452,19,other,public,high school,5.8,91.7,no,<15 min,no,online videos,77.7,84.9,65.1,76.4,c,Pass,Not Excluded,No
2453,14,other,public,no formal,0.6,83.5,yes,30-60 min,yes,group study,33.9,51.6,42.1,39.9,f,Fail,Not Excluded,Yes
2454,16,other,private,graduate,5.3,69.1,yes,<15 min,yes,group study,69.0,65.2,65.8,67.8,d,Pass,Excluded,No
2455,18,other,public,phd,6.2,69.6,yes,30-60 min,yes,group study,82.9,75.4,77.8,75.1,c,Pass,Excluded,No
2456,16,female,private,no formal,4.5,50.1,yes,<15 min,yes,notes,58.1,46.4,68.0,53.0,e,Fail,Excluded,Yes
2457,19,male,private,phd,4.1,52.9,yes,<15 min,no,coaching,49.0,66.4,66.9,54.2,e,Fail,Excluded,Yes
2458,19,male,public,high school,6.0,56.7,yes,<15 min,yes,group study,85.4,48.5,69.4,69.9,d,Pass,Excluded,No
2459,16,other,public,phd,4.5,62.4,yes,30-60 min,no,textbook,47.5,55.5,91.5,69.5,d,Pass,Excluded,No
2460,14,female,private,no formal,4.3,96.3,yes,15-30 min,no,online videos,47.0,84.3,65.3,68.4,d,Pass,Not Excluded,No
2461,16,male,private,phd,6.5,91.1,yes,30-60 min,no,online videos,80.0,84.2,72.7,84.7,c,Pass,Not Excluded,No
2462,15,male,public,high school,6.8,52.0,yes,30-60 min,yes,group study,74.8,67.1,58.0,71.5,c,Pass,Excluded,No
2463,16,male,private,high school,3.3,50.7,yes,<15 min,no,coaching,44.6,65.3,60.5,55.3,d,Pass,Excluded,Yes
2464,17,female,private,high school,3.6,79.3,yes,30-60 min,no,mixed,75.4,34.2,39.0,51.1,e,Fail,Not Excluded,Yes
2465,16,female,private,no formal,6.5,68.8,yes,15-30 min,yes,group study,72.2,72.9,74.6,70.6,c,Pass,Excluded,No
2466,15,female,public,post graduate,4.6,90.1,yes,30-60 min,no,group study,79.0,87.8,88.4,80.6,c,Pass,Not Excluded,No
2467,15,other,private,no formal,5.7,98.6,no,15-30 min,yes,mixed,89.5,80.2,81.6,79.5,c,Pass,Not Excluded,No
2468,18,female,public,diploma,1.1,74.7,yes,<15 min,yes,online videos,25.2,6.9,41.1,40.7,e,Fail,Excluded,Yes
2469,14,other,public,phd,1.2,58.9,yes,<15 min,yes,coaching,45.6,27.5,32.0,31.3,f,Fail,Excluded,Yes
2470,15,other,private,diploma,4.5,94.6,yes,30-60 min,yes,coaching,55.7,57.8,63.5,67.7,d,Pass,Not Excluded,No
2471,19,male,private,post graduate,6.6,71.1,yes,<15 min,yes,mixed,75.8,100.0,99.9,88.6,b,Pass,Excluded,No
2472,14,male,public,post graduate,2.9,70.9,yes,<15 min,yes,group study,53.0,62.7,57.4,51.8,e,Fail,Excluded,Yes
2473,16,other,public,post graduate,7.7,85.2,yes,>60 min,no,coaching,91.5,94.1,87.4,97.0,a,Pass,Not Excluded,No
2474,15,female,private,phd,6.2,68.5,yes,30-60 min,yes,textbook,74.9,49.2,44.0,67.3,d,Pass,Excluded,No
2475,14,other,public,no formal,6.4,61.7,yes,>60 min,yes,textbook,73.4,77.4,93.6,77.4,c,Pass,Excluded,No
2476,16,female,public,high school,6.8,87.1,yes,>60 min,no,coaching,90.7,70.0,90.8,81.8,c,Pass,Not Excluded,No
2477,17,male,public,high school,2.4,59.3,yes,>60 min,yes,coaching,57.5,56.3,60.8,51.2,e,Fail,Excluded,Yes
2478,15,other,public,no formal,3.0,52.0,yes,30-60 min,no,mixed,47.5,47.0,30.9,43.8,e,Fail,Excluded,Yes
2479,14,other,private,no formal,1.4,74.9,yes,30-60 min,no,group study,50.7,46.6,40.3,50.5,e,Fail,Excluded,Yes
2480,14,female,private,no formal,3.4,51.7,yes,15-30 min,no,textbook,40.9,48.5,51.4,44.9,e,Fail,Excluded,Yes
2481,17,female,public,phd,0.8,89.5,yes,30-60 min,no,online videos,39.5,67.2,38.5,41.5,e,Fail,Not Excluded,Yes
2482,19,male,private,phd,6.1,98.9,yes,15-30 min,no,coaching,79.2,62.2,77.1,78.7,c,Pass,Not Excluded,No
2483,15,other,private,graduate,6.5,97.4,no,30-60 min,no,coaching,89.5,69.7,94.3,81.3,c,Pass,Not Excluded,No
2484,15,female,private,phd,2.1,57.4,yes,30-60 min,no,coaching,44.8,45.7,44.0,43.2,e,Fail,Excluded,Yes
2485,16,other,private,diploma,4.2,96.6,no,15-30 min,no,coaching,56.0,54.0,64.5,62.3,d,Pass,Not Excluded,No
2486,16,male,private,diploma,5.5,55.6,yes,>60 min,no,online videos,82.8,79.2,84.8,75.3,c,Pass,Excluded,No
2487,15,other,public,phd,6.1,67.7,no,>60 min,no,online videos,80.6,72.3,75.6,85.3,b,Pass,Excluded,No
2488,14,other,public,no formal,7.8,54.2,yes,30-60 min,no,online videos,93.4,79.4,81.6,78.8,c,Pass,Excluded,No
2489,17,other,public,no formal,2.0,91.1,no,15-30 min,no,online videos,64.0,58.5,78.1,58.7,d,Pass,Not Excluded,Yes
2490,16,female,public,graduate,2.4,61.2,yes,<15 min,yes,mixed,64.6,57.1,62.3,50.7,e,Fail,Excluded,Yes
2491,16,other,private,high school,6.9,83.2,no,30-60 min,yes,online videos,81.0,79.1,77.1,81.1,c,Pass,Not Excluded,No
2492,15,female,public,post graduate,1.2,88.1,yes,>60 min,yes,textbook,57.6,61.2,53.1,51.1,e,Fail,Not Excluded,Yes
2493,19,other,public,graduate,6.4,69.0,yes,30-60 min,yes,textbook,85.7,76.1,78.8,86.1,b,Pass,Excluded,No
